Rating,Review,Sentiment
6,"This season really suffered for multiple reasons. The main one being that the writers simply had no idea where to take the show after four successful seasons and ended up spinning wildly out of control with contrived plots, useless twists and characters that go nowhere. Chief among them, Ed Helms as Andy, who has never been that good to begin with but is now intolerable to watch. They have **** all the life out of Jim and Pam's relationship. Michael is an empty shell. Ryan keeps popping up for no reason at all, other than B.J. Novak appears to write himself back into the script from time to time. The show has long suffered from too many characters. Introducing Idris Elba didn't help either, nor did throwing in Erin as the new receptionist while Michael tries to start up a paper company of his own, inexplicably managing to lure Pam away from the office. There are still quite a few good laughs, but even Dwight seems unsure where all this is going. The confidence that had previously sustained him is gone, as he tries to figure out how to appeal to the temporary branch manager in Charles Minor. I don't even know why Idris Elba would take on a role like this. It doesn't suit him at all, and he only sticks around for a handful of episodes. Definitely a season to skip over.",Mixed
6,[SPOILER ALERT: This review contains spoilers.],Mixed
6,"The Office was a great show, until Michael Scott departed and let Andy Bernard ruin it. Before Michael left, the show would have earned a 10, but after it turned really bad.",Mixed
5,funny for like 5 mins and then the rest of the episode is boring office talk or relationship drama (I only watched thru season 3 lol),Mixed
5,"I wanted to like ""The Office"" so much. I grew up with the abundance of memes and quotes and when I finally watched it, it felt stale and the jokes were not dark enough.",Mixed
6,"This season really suffered for multiple reasons. The main one being that the writers simply had no idea where to take the show after four successful seasons and ended up spinning wildly out of control with contrived plots, useless twists and characters that go nowhere. Chief among them, Ed Helms as Andy, who has never been that good to begin with but is now intolerable to watch. They have **** all the life out of Jim and Pam's relationship. Michael is an empty shell. Ryan keeps popping up for no reason at all, other than B.J. Novak appears to write himself back into the script from time to time. The show has long suffered from too many characters. Introducing Idris Elba didn't help either, nor did throwing in Erin as the new receptionist while Michael tries to start up a paper company of his own, inexplicably managing to lure Pam away from the office. There are still quite a few good laughs, but even Dwight seems unsure where all this is going. The confidence that had previously sustained him is gone, as he tries to figure out how to appeal to the temporary branch manager in Charles Minor. I don't even know why Idris Elba would take on a role like this. It doesn't suit him at all, and he only sticks around for a handful of episodes. Definitely a season to skip over.",Mixed
6,[SPOILER ALERT: This review contains spoilers.],Mixed
6,"The Office was a great show, until Michael Scott departed and let Andy Bernard ruin it. Before Michael left, the show would have earned a 10, but after it turned really bad.",Mixed
5,funny for like 5 mins and then the rest of the episode is boring office talk or relationship drama (I only watched thru season 3 lol),Mixed
5,"I wanted to like ""The Office"" so much. I grew up with the abundance of memes and quotes and when I finally watched it, it felt stale and the jokes were not dark enough.",Mixed
6,"This season really suffered for multiple reasons. The main one being that the writers simply had no idea where to take the show after four successful seasons and ended up spinning wildly out of control with contrived plots, useless twists and characters that go nowhere. Chief among them, Ed Helms as Andy, who has never been that good to begin with but is now intolerable to watch. They have **** all the life out of Jim and Pam's relationship. Michael is an empty shell. Ryan keeps popping up for no reason at all, other than B.J. Novak appears to write himself back into the script from time to time. The show has long suffered from too many characters. Introducing Idris Elba didn't help either, nor did throwing in Erin as the new receptionist while Michael tries to start up a paper company of his own, inexplicably managing to lure Pam away from the office. There are still quite a few good laughs, but even Dwight seems unsure where all this is going. The confidence that had previously sustained him is gone, as he tries to figure out how to appeal to the temporary branch manager in Charles Minor. I don't even know why Idris Elba would take on a role like this. It doesn't suit him at all, and he only sticks around for a handful of episodes. Definitely a season to skip over.",Mixed
